trial,rider,path,path_time,path_end_time,n_orders,delta_mean,delta_min,delta_max
trial 261,rider 3,path 1,33,51,3,-10.333333333333334,-18,-4
trial 261,rider 3,path 2,21,74,1,-17.0,-17,-17
trial 262,rider 1,path 1,58,76,6,3.6666666666666665,-12,24
trial 262,rider 2,path 1,19,26,1,-18.0,-18,-18
trial 262,rider 2,path 2,27,69,1,-14.0,-14,-14
trial 262,rider 3,path 1,21,26,1,-17.0,-17,-17
trial 262,rider 3,path 2,29,68,1,-13.0,-13,-13
trial 262,rider 3,path 3,38,107,3,1.0,-7,10
trial 263,rider 1,path 1,31,59,3,-9.0,-17,-2
trial 263,rider 1,path 2,38,99,4,-4.25,-21,13
trial 263,rider 2,path 1,37,66,2,-12.0,-19,-5
trial 263,rider 3,path 1,23,33,1,-16.0,-16,-16
trial 263,rider 3,path 2,43,85,3,-7.0,-16,2
trial 264,rider 1,path 1,25,37,2,-13.5,-16,-11
trial 264,rider 1,path 2,21,63,1,-17.0,-17,-17
trial 264,rider 1,path 3,40,104,4,-9.5,-26,2
trial 264,rider 2,path 1,25,39,1,-15.0,-15,-15
trial 264,rider 2,path 2,37,77,3,3.0,-6,11
trial 264,rider 3,path 1,27,41,1,-14.0,-14,-14
trial 264,rider 3,path 2,25,67,1,-12.0,-12,-12
trial 265,rider 1,path 1,31,44,2,-9.0,-15,-3
trial 265,rider 1,path 2,11,67,1,-14.0,-14,-14
trial 265,rider 2,path 1,37,55,3,-9.333333333333334,-21,-2
trial 265,rider 2,path 2,21,79,2,-15.5,-20,-11
trial 265,rider 3,path 1,13,21,1,-21.0,-21,-21
trial 265,rider 3,path 2,23,54,2,-15.5,-22,-9
trial 265,rider 3,path 3,31,86,2,-1.0,-11,9
trial 266,rider 1,path 1,11,31,1,-22.0,-22,-22
trial 266,rider 1,path 2,24,73,2,-16.0,-20,-12
trial 266,rider 2,path 1,27,37,1,-14.0,-14,-14
trial 266,rider 2,path 2,21,68,1,-17.0,-17,-17
trial 266,rider 3,path 1,27,36,1,-14.0,-14,-14
trial 266,rider 3,path 2,21,59,2,-21.5,-30,-13
trial 266,rider 3,path 3,51,114,5,-0.6,-18,15
trial 267,rider 1,path 1,7,16,1,-24.0,-24,-24
trial 267,rider 1,path 2,42,64,3,-4.333333333333333,-18,7
trial 267,rider 1,path 3,34,99,3,-6.666666666666667,-14,2
trial 267,rider 2,path 1,23,31,1,-16.0,-16,-16
trial 267,rider 2,path 2,32,65,2,-6.0,-10,-2
trial 267,rider 3,path 1,21,29,1,-17.0,-17,-17
trial 267,rider 3,path 2,31,67,2,-10.0,-16,-4
trial 268,rider 1,path 1,15,33,1,-20.0,-20,-20
trial 268,rider 1,path 2,15,55,1,-20.0,-20,-20
trial 268,rider 1,path 3,41,100,4,-1.75,-23,17
trial 268,rider 2,path 1,21,39,1,-17.0,-17,-17
trial 268,rider 2,path 2,17,61,1,-19.0,-19,-19
trial 268,rider 2,path 3,29,91,2,-5.0,-6,-4
trial 268,rider 3,path 1,21,33,1,-17.0,-17,-17
trial 268,rider 3,path 2,15,54,1,-20.0,-20,-20
trial 268,rider 3,path 3,27,89,1,-14.0,-14,-14
trial 269,rider 1,path 1,17,27,1,-19.0,-19,-19
trial 269,rider 1,path 2,29,57,1,-6.0,-6,-6
trial 269,rider 1,path 3,27,89,3,-11.0,-20,1
trial 269,rider 2,path 1,26,40,2,-13.0,-18,-8
trial 269,rider 2,path 2,38,89,3,-7.666666666666667,-21,3
trial 269,rider 3,path 1,23,34,1,-16.0,-16,-16
trial 269,rider 3,path 2,29,67,2,-14.0,-21,-7
trial 270,rider 1,path 1,17,38,1,-19.0,-19,-19
trial 270,rider 1,path 2,32,78,2,-14.0,-19,-9
trial 270,rider 2,path 1,13,28,1,-21.0,-21,-21
trial 270,rider 2,path 2,25,55,1,-15.0,-15,-15
trial 270,rider 2,path 3,35,99,3,-9.0,-20,3
trial 270,rider 3,path 1,23,34,1,-16.0,-16,-16
trial 270,rider 3,path 2,19,55,1,-18.0,-18,-18
trial 270,rider 3,path 3,34,96,3,-7.333333333333333,-12,0
trial 271,rider 1,path 1,29,48,2,-9.0,-16,-2
trial 271,rider 2,path 1,27,46,1,-14.0,-14,-14
trial 271,rider 3,path 1,23,41,1,-16.0,-16,-16
trial 271,rider 3,path 2,75,117,9,18.88888888888889,-7,46
trial 272,rider 1,path 1,7,28,1,-24.0,-24,-24
trial 272,rider 1,path 2,13,48,1,-21.0,-21,-21
trial 272,rider 1,path 3,42,95,5,2.0,-10,14
trial 272,rider 2,path 1,17,31,1,-19.0,-19,-19
trial 272,rider 2,path 2,39,92,2,-2.0,-13,9
trial 272,rider 3,path 1,19,24,1,-18.0,-18,-18
trial 272,rider 3,path 2,25,53,1,-15.0,-15,-15
trial 272,rider 3,path 3,21,83,1,-17.0,-17,-17
trial 273,rider 1,path 1,21,37,1,-17.0,-17,-17
trial 273,rider 1,path 2,23,64,1,-16.0,-16,-16
trial 273,rider 2,path 1,29,45,2,-11.5,-13,-10
trial 273,rider 2,path 2,62,126,6,4.333333333333333,-19,24
trial 273,rider 3,path 1,21,26,1,-17.0,-17,-17
trial 273,rider 3,path 2,33,73,2,-9.0,-14,-4
trial 274,rider 1,path 1,35,47,3,-8.333333333333334,-21,2
trial 274,rider 1,path 2,25,75,1,-15.0,-15,-15
trial 274,rider 2,path 1,27,33,1,-14.0,-14,-14
trial 274,rider 2,path 2,33,73,2,-12.0,-19,-5
trial 274,rider 3,path 1,27,32,1,-14.0,-14,-14
trial 274,rider 3,path 2,36,69,3,-5.666666666666667,-21,8
trial 274,rider 3,path 3,26,96,2,-6.5,-10,-3
trial 275,rider 1,path 1,35,53,2,-10.5,-15,-6
trial 275,rider 1,path 2,39,101,3,-7.0,-15,4
trial 275,rider 2,path 1,29,39,1,-13.0,-13,-13
trial 275,rider 2,path 2,33,79,2,-12.0,-19,-5
trial 275,rider 3,path 1,15,20,1,-20.0,-20,-20
trial 275,rider 3,path 2,23,47,1,-16.0,-16,-16
trial 275,rider 3,path 3,37,98,3,-6.0,-14,-2
trial 276,rider 1,path 1,9,21,1,-23.0,-23,-23
trial 276,rider 1,path 2,17,41,1,-19.0,-19,-19
trial 276,rider 1,path 3,35,77,4,-4.0,-12,11
trial 276,rider 2,path 1,23,45,1,-15.0,-15,-15
trial 276,rider 2,path 2,21,67,1,-16.0,-16,-16
trial 276,rider 2,path 3,30,98,2,-2.0,-4,0
trial 276,rider 3,path 1,23,36,1,-16.0,-16,-16
trial 276,rider 3,path 2,29,76,2,-12.5,-16,-9
trial 277,rider 1,path 1,30,86,3,-5.666666666666667,-13,8
trial 277,rider 2,path 1,19,34,1,-18.0,-18,-18
trial 277,rider 2,path 2,34,79,2,-11.0,-17,-5
trial 277,rider 2,path 3,31,111,2,5.0,1,9
trial 277,rider 3,path 1,25,34,1,-15.0,-15,-15
trial 277,rider 3,path 2,13,52,1,-21.0,-21,-21
trial 277,rider 3,path 3,34,88,3,-6.666666666666667,-18,5
trial 278,rider 1,path 1,38,71,3,1.0,-13,11
trial 278,rider 1,path 2,22,94,2,-0.5,-6,5
trial 278,rider 2,path 1,23,42,1,-16.0,-16,-16
trial 278,rider 2,path 2,33,81,3,-12.333333333333334,-21,-6
trial 278,rider 3,path 1,19,32,1,-18.0,-18,-18
trial 278,rider 3,path 2,39,74,3,-5.333333333333333,-12,6
trial 279,rider 1,path 1,19,28,1,-18.0,-18,-18
trial 279,rider 1,path 2,25,62,1,-15.0,-15,-15
trial 279,rider 2,path 1,21,27,1,-17.0,-17,-17
trial 279,rider 2,path 2,31,59,4,-16.5,-28,-1
trial 279,rider 2,path 3,17,79,1,-19.0,-19,-19
trial 279,rider 3,path 1,34,49,3,-7.333333333333333,-13,2
trial 279,rider 3,path 2,28,80,2,-14.0,-17,-11
trial 280,rider 1,path 1,21,35,1,-17.0,-17,-17
trial 280,rider 1,path 2,49,85,5,1.4,-18,23
trial 280,rider 2,path 1,17,36,1,-19.0,-19,-19
trial 280,rider 2,path 2,28,77,2,-15.5,-20,-11
trial 280,rider 3,path 1,29,46,1,-13.0,-13,-13
trial 280,rider 3,path 2,28,75,2,-11.0,-14,-8
trial 280,rider 3,path 3,23,99,1,4.0,4,4
trial 281,rider 1,path 1,21,45,1,-17.0,-17,-17
trial 281,rider 1,path 2,52,107,5,1.4,-21,17
trial 281,rider 2,path 1,17,35,1,-19.0,-19,-19
trial 281,rider 2,path 2,25,66,1,-15.0,-15,-15
trial 281,rider 3,path 1,23,34,1,-16.0,-16,-16
trial 281,rider 3,path 2,44,79,4,-0.5,-14,13
trial 282,rider 1,path 1,17,32,1,-19.0,-19,-19
trial 282,rider 1,path 2,42,75,4,-3.75,-22,15
trial 282,rider 2,path 1,23,40,1,-16.0,-16,-16
trial 282,rider 2,path 2,37,88,4,-8.0,-19,3
trial 282,rider 3,path 1,23,36,1,-16.0,-16,-16
trial 282,rider 3,path 2,21,63,1,-17.0,-17,-17
trial 282,rider 3,path 3,19,83,1,-17.0,-17,-17
trial 283,rider 1,path 1,19,24,1,-18.0,-18,-18
trial 283,rider 1,path 2,58,105,6,3.8333333333333335,-20,30
trial 283,rider 2,path 1,15,51,1,-20.0,-20,-20
trial 283,rider 2,path 2,17,81,1,-15.0,-15,-15
trial 283,rider 3,path 1,27,33,1,-14.0,-14,-14
trial 283,rider 3,path 2,23,63,2,-16.0,-19,-13
trial 283,rider 3,path 3,23,87,1,-16.0,-16,-16
trial 284,rider 1,path 1,38,55,3,-7.0,-14,2
trial 284,rider 1,path 2,17,75,1,-19.0,-19,-19
trial 284,rider 2,path 1,19,26,1,-18.0,-18,-18
trial 284,rider 2,path 2,54,96,5,10.2,-18,37
trial 284,rider 3,path 1,23,28,1,-16.0,-16,-16
trial 284,rider 3,path 2,29,59,2,-10.0,-17,-3
trial 285,rider 1,path 1,15,28,1,-20.0,-20,-20
trial 285,rider 1,path 2,43,72,4,-4.0,-16,6
trial 285,rider 2,path 1,23,38,1,-16.0,-16,-16
trial 285,rider 2,path 2,25,64,2,-10.5,-14,-7
trial 285,rider 2,path 3,22,87,2,-9.0,-17,-1
trial 285,rider 3,path 1,25,35,1,-15.0,-15,-15
trial 285,rider 3,path 2,25,64,1,-15.0,-15,-15
trial 285,rider 3,path 3,29,94,1,-9.0,-9,-9
trial 286,rider 1,path 1,19,26,1,-18.0,-18,-18
trial 286,rider 1,path 2,15,44,1,-20.0,-20,-20
trial 286,rider 1,path 3,25,74,1,-15.0,-15,-15
trial 286,rider 2,path 1,46,68,4,-4.75,-18,8
trial 286,rider 2,path 2,25,94,2,-10.5,-19,-2
trial 286,rider 3,path 1,23,34,1,-16.0,-16,-16
trial 286,rider 3,path 2,40,82,3,-4.333333333333333,-21,8
trial 287,rider 1,path 1,13,46,1,-21.0,-21,-21
trial 287,rider 1,path 2,30,91,3,-5.666666666666667,-11,2
trial 287,rider 2,path 1,13,32,1,-21.0,-21,-21
trial 287,rider 2,path 2,23,56,1,-15.0,-15,-15
trial 287,rider 2,path 3,30,93,4,-9.25,-28,10
trial 287,rider 3,path 1,21,33,1,-17.0,-17,-17
trial 287,rider 3,path 2,30,79,2,-10.5,-18,-3
trial 288,rider 1,path 1,25,44,1,-15.0,-15,-15
trial 288,rider 1,path 2,13,60,1,-21.0,-21,-21
trial 288,rider 1,path 3,40,104,4,-4.5,-21,11
trial 288,rider 2,path 1,21,33,1,-17.0,-17,-17
trial 288,rider 2,path 2,31,66,3,-6.333333333333333,-10,1
trial 288,rider 3,path 1,25,32,1,-15.0,-15,-15
trial 288,rider 3,path 2,34,72,2,-10.0,-18,-2
trial 289,rider 1,path 1,35,58,2,-9.5,-16,-3
trial 289,rider 1,path 2,36,96,3,2.3333333333333335,-8,9
trial 289,rider 2,path 1,17,24,1,-19.0,-19,-19
trial 289,rider 2,path 2,24,65,2,-16.5,-20,-13
trial 289,rider 3,path 1,19,24,1,-18.0,-18,-18
trial 289,rider 3,path 2,19,59,1,-18.0,-18,-18
trial 289,rider 3,path 3,33,95,3,-11.333333333333334,-23,-2
trial 290,rider 1,path 1,11,26,1,-22.0,-22,-22
trial 290,rider 1,path 2,35,62,2,-12.5,-21,-4
trial 290,rider 2,path 1,15,27,1,-20.0,-20,-20
trial 290,rider 2,path 2,25,57,1,-15.0,-15,-15
trial 290,rider 2,path 3,13,71,1,-18.0,-18,-18
trial 290,rider 3,path 1,17,29,1,-19.0,-19,-19
trial 290,rider 3,path 2,57,99,6,3.0,-16,22
trial 291,rider 1,path 1,21,33,1,-17.0,-17,-17
trial 291,rider 1,path 2,32,66,3,-5.666666666666667,-11,0
trial 291,rider 2,path 1,23,34,1,-16.0,-16,-16
trial 291,rider 2,path 2,26,61,2,-8.0,-9,-7
trial 291,rider 3,path 1,17,23,1,-19.0,-19,-19
trial 291,rider 3,path 2,23,59,1,-16.0,-16,-16
trial 291,rider 3,path 3,40,100,4,1.0,-13,19
trial 292,rider 1,path 1,58,77,5,2.8,-16,21
trial 292,rider 2,path 1,17,27,1,-19.0,-19,-19
trial 292,rider 2,path 2,18,48,2,-17.5,-19,-16
trial 292,rider 2,path 3,34,87,2,-12.0,-19,-5
trial 292,rider 3,path 1,25,33,1,-15.0,-15,-15
trial 292,rider 3,path 2,25,76,1,-15.0,-15,-15
trial 292,rider 3,path 3,23,100,1,-2.0,-2,-2
trial 293,rider 1,path 1,22,31,2,-14.0,-19,-9
trial 293,rider 1,path 2,15,51,1,-20.0,-20,-20
trial 293,rider 1,path 3,41,95,3,-4.333333333333333,-11,4
trial 293,rider 2,path 1,19,30,1,-18.0,-18,-18
trial 293,rider 2,path 2,23,60,2,-14.0,-18,-10
trial 293,rider 3,path 1,27,33,1,-14.0,-14,-14
trial 293,rider 3,path 2,19,56,1,-18.0,-18,-18
trial 293,rider 3,path 3,26,85,2,-15.5,-19,-12
trial 294,rider 1,path 1,21,41,1,-17.0,-17,-17
trial 294,rider 1,path 2,13,56,1,-21.0,-21,-21
trial 294,rider 1,path 3,47,104,4,-0.75,-17,13
trial 294,rider 2,path 1,23,41,1,-16.0,-16,-16
trial 294,rider 2,path 2,23,66,1,-16.0,-16,-16
trial 294,rider 2,path 3,11,78,1,-17.0,-17,-17
trial 294,rider 3,path 1,23,29,1,-16.0,-16,-16
trial 294,rider 3,path 2,40,76,3,-6.666666666666667,-19,4
trial 295,rider 1,path 1,38,57,3,-7.666666666666667,-16,4
trial 295,rider 2,path 1,13,23,1,-21.0,-21,-21
trial 295,rider 2,path 2,49,81,4,1.25,-19,18
trial 295,rider 3,path 1,15,23,1,-20.0,-20,-20
trial 295,rider 3,path 2,27,53,2,-13.0,-16,-10
trial 295,rider 3,path 3,20,74,2,-2.5,-7,2
trial 296,rider 1,path 1,21,36,1,-17.0,-17,-17
trial 296,rider 1,path 2,17,55,1,-19.0,-19,-19
trial 296,rider 1,path 3,34,91,3,-7.0,-19,9
trial 296,rider 2,path 1,23,34,1,-16.0,-16,-16
trial 296,rider 2,path 2,16,51,2,-15.0,-15,-15
trial 296,rider 2,path 3,28,84,2,-12.0,-14,-10
trial 296,rider 3,path 1,15,21,1,-20.0,-20,-20
trial 296,rider 3,path 2,23,60,1,-9.0,-9,-9
trial 296,rider 3,path 3,23,86,1,-16.0,-16,-16
trial 297,rider 1,path 1,24,37,2,-16.0,-23,-9
trial 297,rider 1,path 2,17,64,1,-19.0,-19,-19
trial 297,rider 2,path 1,23,31,1,-16.0,-16,-16
trial 297,rider 2,path 2,27,62,2,-9.5,-10,-9
trial 297,rider 2,path 3,34,97,3,-5.666666666666667,-12,6
trial 297,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 297,rider 3,path 2,29,61,1,-2.0,-2,-2
trial 297,rider 3,path 3,32,95,2,-8.0,-16,0
trial 298,rider 1,path 1,11,37,1,-22.0,-22,-22
trial 298,rider 1,path 2,22,75,2,-14.0,-20,-8
trial 298,rider 2,path 1,17,33,1,-19.0,-19,-19
trial 298,rider 2,path 2,30,65,3,-10.0,-18,-2
trial 298,rider 2,path 3,20,86,2,-11.5,-16,-7
trial 298,rider 3,path 1,9,17,1,-23.0,-23,-23
trial 298,rider 3,path 2,21,46,1,-17.0,-17,-17
trial 298,rider 3,path 3,35,84,2,-11.5,-16,-7
trial 299,rider 1,path 1,17,38,1,-19.0,-19,-19
trial 299,rider 1,path 2,19,59,1,-18.0,-18,-18
trial 299,rider 1,path 3,44,108,4,3.0,-7,8
trial 299,rider 2,path 1,23,30,1,-16.0,-16,-16
trial 299,rider 2,path 2,35,67,3,-7.0,-19,2
trial 299,rider 3,path 1,27,33,1,-14.0,-14,-14
trial 299,rider 3,path 2,27,73,2,-16.0,-24,-8
trial 300,rider 1,path 1,31,48,3,-6.666666666666667,-17,6
trial 300,rider 1,path 2,28,77,2,-7.0,-8,-6
trial 300,rider 2,path 1,36,53,3,-6.666666666666667,-11,-2
trial 300,rider 2,path 2,27,82,2,-16.0,-20,-12
trial 300,rider 3,path 1,17,24,1,-19.0,-19,-19
trial 300,rider 3,path 2,28,56,2,-16.0,-21,-11
trial 301,rider 1,path 1,38,73,3,-9.0,-20,-2
trial 301,rider 1,path 2,23,97,1,-4.0,-4,-4
trial 301,rider 2,path 1,23,52,1,-16.0,-16,-16
trial 301,rider 2,path 2,35,91,4,2.0,-2,12
trial 301,rider 3,path 1,19,29,1,-18.0,-18,-18
trial 301,rider 3,path 2,25,55,1,-12.0,-12,-12
trial 301,rider 3,path 3,31,87,2,-12.5,-16,-9
trial 302,rider 1,path 1,18,28,2,-18.0,-21,-15
trial 302,rider 1,path 2,32,61,3,-5.333333333333333,-11,0
trial 302,rider 1,path 3,42,104,3,0.3333333333333333,-20,15
trial 302,rider 2,path 1,19,32,1,-18.0,-18,-18
trial 302,rider 2,path 2,29,72,2,-12.5,-17,-8
trial 302,rider 3,path 1,27,39,1,-14.0,-14,-14
trial 302,rider 3,path 2,27,67,1,-12.0,-12,-12
trial 303,rider 1,path 1,49,75,5,0.8,-22,27
trial 303,rider 2,path 1,17,29,1,-19.0,-19,-19
trial 303,rider 2,path 2,11,43,1,-22.0,-22,-22
trial 303,rider 2,path 3,24,71,2,-18.0,-23,-13
trial 303,rider 3,path 1,27,34,1,-14.0,-14,-14
trial 303,rider 3,path 2,27,69,1,-14.0,-14,-14
trial 303,rider 3,path 3,18,88,2,-4.0,-8,0
trial 304,rider 1,path 1,42,63,4,-2.5,-14,6
trial 304,rider 1,path 2,27,91,1,4.0,4,4
trial 304,rider 2,path 1,28,38,2,-15.0,-19,-11
trial 304,rider 2,path 2,31,72,2,-13.5,-19,-8
trial 304,rider 3,path 1,23,28,1,-16.0,-16,-16
trial 304,rider 3,path 2,32,66,3,-8.333333333333334,-17,2
trial 305,rider 1,path 1,11,23,1,-22.0,-22,-22
trial 305,rider 1,path 2,29,61,2,-13.5,-17,-10
trial 305,rider 1,path 3,29,91,3,-13.666666666666666,-28,1
trial 305,rider 2,path 1,17,34,1,-19.0,-19,-19
trial 305,rider 2,path 2,39,83,3,-10.333333333333334,-20,-2
trial 305,rider 3,path 1,17,31,1,-19.0,-19,-19
trial 305,rider 3,path 2,36,68,2,-10.5,-17,-4
trial 306,rider 1,path 1,25,38,1,-15.0,-15,-15
trial 306,rider 1,path 2,23,74,2,-12.0,-17,-7
trial 306,rider 2,path 1,7,15,1,-24.0,-24,-24
trial 306,rider 2,path 2,20,50,2,-16.5,-19,-14
trial 306,rider 2,path 3,21,73,1,-17.0,-17,-17
trial 306,rider 3,path 1,23,28,1,-16.0,-16,-16
trial 306,rider 3,path 2,23,55,1,-16.0,-16,-16
trial 306,rider 3,path 3,43,107,4,-6.75,-14,6
trial 307,rider 1,path 1,11,19,1,-22.0,-22,-22
trial 307,rider 1,path 2,25,46,2,-13.0,-19,-7
trial 307,rider 1,path 3,39,86,4,-3.25,-14,9
trial 307,rider 2,path 1,17,28,1,-19.0,-19,-19
trial 307,rider 2,path 2,24,55,2,-15.5,-22,-9
trial 307,rider 3,path 1,13,18,1,-21.0,-21,-21
trial 307,rider 3,path 2,31,51,2,-9.0,-12,-6
trial 308,rider 1,path 1,13,34,1,-21.0,-21,-21
trial 308,rider 1,path 2,28,66,2,-9.5,-16,-3
trial 308,rider 2,path 1,13,27,1,-21.0,-21,-21
trial 308,rider 2,path 2,23,62,1,-16.0,-16,-16
trial 308,rider 2,path 3,45,108,4,-5.5,-14,6
trial 308,rider 3,path 1,23,36,2,-22.5,-29,-16
trial 308,rider 3,path 2,30,74,2,-15.0,-23,-7
trial 309,rider 1,path 1,37,52,2,-12.5,-19,-6
trial 309,rider 1,path 2,15,68,1,-5.0,-5,-5
trial 309,rider 2,path 1,15,24,1,-20.0,-20,-20
trial 309,rider 2,path 2,45,78,4,-1.0,-19,16
trial 309,rider 3,path 1,15,21,1,-20.0,-20,-20
trial 309,rider 3,path 2,31,57,2,-7.5,-9,-6
trial 309,rider 3,path 3,24,86,2,-14.5,-17,-12
trial 310,rider 1,path 1,23,29,1,-16.0,-16,-16
trial 310,rider 1,path 2,40,70,3,-2.0,-19,14
trial 310,rider 1,path 3,31,102,3,-3.0,-5,1
trial 310,rider 2,path 1,35,48,2,-11.0,-16,-6
trial 310,rider 2,path 2,21,71,1,-17.0,-17,-17
trial 310,rider 3,path 1,25,32,1,-15.0,-15,-15
trial 310,rider 3,path 2,30,72,2,-12.5,-19,-6
trial 311,rider 1,path 1,19,44,2,-18.0,-21,-15
trial 311,rider 1,path 2,19,66,1,-18.0,-18,-18
trial 311,rider 1,path 3,51,118,4,6.75,-17,23
trial 311,rider 2,path 1,36,68,3,-7.333333333333333,-20,2
trial 311,rider 3,path 1,19,35,1,-18.0,-18,-18
trial 311,rider 3,path 2,37,75,2,-10.0,-18,-2
trial 312,rider 1,path 1,13,28,1,-21.0,-21,-21
trial 312,rider 1,path 2,9,38,1,-18.0,-18,-18
trial 312,rider 1,path 3,37,92,4,-4.25,-15,10
trial 312,rider 2,path 1,23,37,1,-16.0,-16,-16
trial 312,rider 2,path 2,13,55,1,-21.0,-21,-21
trial 312,rider 2,path 3,23,79,1,-7.0,-7,-7
trial 312,rider 2,path 4,7,87,1,-6.0,-6,-6
trial 312,rider 3,path 1,23,28,1,-16.0,-16,-16
trial 312,rider 3,path 2,23,52,1,-11.0,-11,-11
trial 312,rider 3,path 3,29,85,1,-13.0,-13,-13
trial 313,rider 1,path 1,13,25,1,-21.0,-21,-21
trial 313,rider 1,path 2,35,64,3,-9.333333333333334,-13,-4
trial 313,rider 2,path 1,23,35,1,-16.0,-16,-16
trial 313,rider 2,path 2,34,70,2,-10.0,-15,-5
trial 313,rider 3,path 1,27,37,1,-14.0,-14,-14
trial 313,rider 3,path 2,53,111,5,-1.0,-18,19
trial 314,rider 1,path 1,19,53,1,-18.0,-18,-18
trial 314,rider 1,path 2,68,125,8,12.25,-13,45
trial 314,rider 2,path 1,25,65,1,-15.0,-15,-15
trial 314,rider 3,path 1,15,39,1,-20.0,-20,-20
trial 314,rider 3,path 2,25,65,1,-12.0,-12,-12
trial 314,rider 3,path 3,27,93,1,-12.0,-12,-12
trial 315,rider 1,path 1,23,30,1,-16.0,-16,-16
trial 315,rider 1,path 2,23,57,1,-16.0,-16,-16
trial 315,rider 1,path 3,20,83,2,-16.0,-17,-15
trial 315,rider 2,path 1,35,62,3,-13.333333333333334,-21,-4
trial 315,rider 2,path 2,25,89,1,-15.0,-15,-15
trial 315,rider 3,path 1,29,38,1,-13.0,-13,-13
trial 315,rider 3,path 2,15,60,1,-20.0,-20,-20
trial 315,rider 3,path 3,38,99,3,-1.0,-6,2
trial 316,rider 1,path 1,20,36,2,-16.5,-20,-13
trial 316,rider 1,path 2,39,87,4,-2.25,-11,3
trial 316,rider 2,path 1,41,67,3,-7.333333333333333,-14,-1
trial 316,rider 3,path 1,25,43,1,-15.0,-15,-15
trial 316,rider 3,path 2,38,82,3,-5.0,-11,2
trial 317,rider 1,path 1,9,25,1,-23.0,-23,-23
trial 317,rider 1,path 2,31,68,3,-3.0,-12,3
trial 317,rider 2,path 1,23,36,1,-16.0,-16,-16
trial 317,rider 2,path 2,33,71,2,-8.0,-8,-8
trial 317,rider 3,path 1,9,14,1,-23.0,-23,-23
trial 317,rider 3,path 2,13,28,1,-19.0,-19,-19
trial 317,rider 3,path 3,33,62,2,-6.5,-14,1
trial 317,rider 3,path 4,38,101,2,-2.0,-13,9
trial 318,rider 1,path 1,20,31,2,-17.0,-20,-14
trial 318,rider 1,path 2,9,41,1,-21.0,-21,-21
trial 318,rider 1,path 3,26,75,2,-13.0,-16,-10
trial 318,rider 2,path 1,19,32,1,-18.0,-18,-18
trial 318,rider 2,path 2,19,70,1,-18.0,-18,-18
trial 318,rider 3,path 1,17,22,1,-19.0,-19,-19
trial 318,rider 3,path 2,29,52,2,-14.0,-20,-8
trial 318,rider 3,path 3,36,99,3,-10.0,-20,1
trial 319,rider 1,path 1,16,25,2,-17.5,-19,-16
trial 319,rider 1,path 2,27,53,1,-13.0,-13,-13
trial 319,rider 1,path 3,36,96,3,-6.0,-8,-3
trial 319,rider 2,path 1,33,51,2,-10.5,-18,-3
trial 319,rider 2,path 2,27,81,1,-9.0,-9,-9
trial 319,rider 3,path 1,23,34,2,-22.0,-28,-16
trial 319,rider 3,path 2,29,70,2,-12.0,-16,-8
trial 320,rider 1,path 1,30,59,3,-5.333333333333333,-13,5
trial 320,rider 1,path 2,33,96,2,-5.5,-6,-5
trial 320,rider 2,path 1,21,34,1,-17.0,-17,-17
trial 320,rider 2,path 2,36,77,2,-13.5,-20,-7
trial 320,rider 3,path 1,21,28,1,-17.0,-17,-17
trial 320,rider 3,path 2,31,60,1,-11.0,-11,-11
trial 320,rider 3,path 3,36,100,3,-7.0,-19,10
trial 321,rider 1,path 1,29,41,2,-11.0,-16,-6
trial 321,rider 1,path 2,29,72,2,-13.0,-17,-9
trial 321,rider 2,path 1,27,39,1,-14.0,-14,-14
trial 321,rider 2,path 2,21,63,1,-17.0,-17,-17
trial 321,rider 2,path 3,32,96,3,-2.0,-13,6
trial 321,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 321,rider 3,path 2,39,70,3,0.6666666666666666,-6,6
trial 322,rider 1,path 1,29,45,2,-12.0,-14,-10
trial 322,rider 1,path 2,37,83,3,-3.3333333333333335,-8,4
trial 322,rider 2,path 1,31,49,2,-12.0,-15,-9
trial 322,rider 2,path 2,26,89,2,-15.0,-21,-9
trial 322,rider 3,path 1,17,26,1,-19.0,-19,-19
trial 322,rider 3,path 2,29,56,2,-14.5,-18,-11
trial 322,rider 3,path 3,19,77,1,-18.0,-18,-18
trial 323,rider 1,path 1,11,19,1,-22.0,-22,-22
trial 323,rider 1,path 2,30,50,2,-8.0,-15,-1
trial 323,rider 1,path 3,21,79,1,-17.0,-17,-17
trial 323,rider 2,path 1,35,60,2,-9.5,-18,-1
trial 323,rider 3,path 1,17,26,1,-19.0,-19,-19
trial 323,rider 3,path 2,53,103,6,-3.8333333333333335,-30,22
trial 324,rider 1,path 1,25,38,1,-15.0,-15,-15
trial 324,rider 1,path 2,23,70,3,-13.0,-23,-3
trial 324,rider 2,path 1,25,33,1,-15.0,-15,-15
trial 324,rider 2,path 2,51,85,5,8.6,-11,30
trial 324,rider 3,path 1,29,34,1,-13.0,-13,-13
trial 324,rider 3,path 2,29,68,1,-13.0,-13,-13
trial 325,rider 1,path 1,22,32,2,-16.0,-18,-14
trial 325,rider 1,path 2,32,68,2,-4.0,-10,2
trial 325,rider 2,path 1,26,39,2,-14.5,-17,-12
trial 325,rider 2,path 2,38,93,3,-8.0,-17,-1
trial 325,rider 3,path 1,25,35,1,-15.0,-15,-15
trial 325,rider 3,path 2,32,68,2,-4.0,-17,9
