trial,rider,path,path_time,path_end_time,n_orders,delta_mean,delta_min,delta_max
trial 838,rider 2,path 1,13,23,1,-21.0,-21,-21
trial 838,rider 2,path 2,7,44,1,-24.0,-24,-24
trial 838,rider 2,path 3,26,71,2,-17.5,-24,-11
trial 838,rider 3,path 1,21,26,1,-17.0,-17,-17
trial 838,rider 3,path 2,9,46,2,-25.5,-28,-23
trial 838,rider 3,path 3,34,91,3,-10.0,-24,2
trial 839,rider 1,path 1,28,48,2,-12.5,-19,-6
trial 839,rider 1,path 2,31,84,3,-8.333333333333334,-21,2
trial 839,rider 2,path 1,17,27,1,-19.0,-19,-19
trial 839,rider 2,path 2,29,71,2,-11.5,-16,-7
trial 839,rider 2,path 3,32,104,2,-1.5,-7,4
trial 839,rider 3,path 1,23,29,1,-16.0,-16,-16
trial 839,rider 3,path 2,19,49,1,-18.0,-18,-18
trial 839,rider 3,path 3,27,77,1,-11.0,-11,-11
trial 840,rider 1,path 1,41,70,4,-7.5,-17,3
trial 840,rider 2,path 1,27,42,1,-14.0,-14,-14
trial 840,rider 2,path 2,40,94,4,-7.5,-21,7
trial 840,rider 3,path 1,9,17,1,-23.0,-23,-23
trial 840,rider 3,path 2,15,33,1,-20.0,-20,-20
trial 840,rider 3,path 3,31,80,2,-10.5,-12,-9
trial 841,rider 1,path 1,13,49,1,-13.0,-13,-13
trial 841,rider 1,path 2,41,93,4,-8.5,-18,6
trial 841,rider 2,path 1,21,35,1,-17.0,-17,-17
trial 841,rider 2,path 2,21,58,1,-17.0,-17,-17
trial 841,rider 2,path 3,23,83,1,-16.0,-16,-16
trial 841,rider 3,path 1,25,34,2,-21.0,-27,-15
trial 841,rider 3,path 2,35,70,3,-6.666666666666667,-15,2
trial 842,rider 1,path 1,41,68,5,-1.4,-12,16
trial 842,rider 1,path 2,13,82,1,-10.0,-10,-10
trial 842,rider 2,path 1,23,40,1,-16.0,-16,-16
trial 842,rider 2,path 2,39,86,2,-10.5,-18,-3
trial 842,rider 3,path 1,17,26,1,-19.0,-19,-19
trial 842,rider 3,path 2,44,72,3,-4.666666666666667,-17,10
trial 843,rider 1,path 1,17,24,1,-19.0,-19,-19
trial 843,rider 1,path 2,41,69,4,-3.75,-18,3
trial 843,rider 2,path 1,21,30,1,-17.0,-17,-17
trial 843,rider 2,path 2,37,86,3,-10.0,-19,0
trial 843,rider 3,path 1,21,30,1,-17.0,-17,-17
trial 843,rider 3,path 2,23,60,1,-16.0,-16,-16
trial 843,rider 3,path 3,32,96,2,-11.5,-16,-7
trial 844,rider 1,path 1,19,32,2,-17.0,-20,-14
trial 844,rider 1,path 2,33,74,3,-13.666666666666666,-22,-6
trial 844,rider 2,path 1,19,33,1,-18.0,-18,-18
trial 844,rider 2,path 2,23,59,1,-16.0,-16,-16
trial 844,rider 2,path 3,28,88,2,-4.0,-16,8
trial 844,rider 3,path 1,23,29,1,-16.0,-16,-16
trial 844,rider 3,path 2,26,56,2,-9.0,-13,-5
trial 844,rider 3,path 3,25,85,1,-15.0,-15,-15
trial 845,rider 1,path 1,13,18,1,-21.0,-21,-21
trial 845,rider 1,path 2,17,37,1,-19.0,-19,-19
trial 845,rider 1,path 3,21,60,1,-14.0,-14,-14
trial 845,rider 1,path 4,49,110,4,5.25,-16,25
trial 845,rider 2,path 1,27,38,2,-14.0,-20,-8
trial 845,rider 2,path 2,23,62,1,-16.0,-16,-16
trial 845,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 845,rider 3,path 2,30,61,2,-12.5,-18,-7
trial 846,rider 1,path 1,11,27,1,-22.0,-22,-22
trial 846,rider 1,path 2,58,94,6,9.333333333333334,-12,37
trial 846,rider 2,path 1,19,38,1,-18.0,-18,-18
trial 846,rider 2,path 2,33,83,2,-15.5,-23,-8
trial 846,rider 3,path 1,23,38,1,-16.0,-16,-16
trial 846,rider 3,path 2,7,52,1,-24.0,-24,-24
trial 846,rider 3,path 3,21,81,1,-17.0,-17,-17
trial 847,rider 1,path 1,25,49,1,-15.0,-15,-15
trial 847,rider 1,path 2,31,84,4,-9.0,-23,4
trial 847,rider 2,path 1,21,31,1,-17.0,-17,-17
trial 847,rider 2,path 2,23,63,1,-16.0,-16,-16
trial 847,rider 3,path 1,19,24,1,-18.0,-18,-18
trial 847,rider 3,path 2,15,46,2,-24.0,-28,-20
trial 847,rider 3,path 3,35,86,3,-8.666666666666666,-16,1
trial 848,rider 1,path 1,7,21,1,-24.0,-24,-24
trial 848,rider 1,path 2,28,53,2,-13.0,-15,-11
trial 848,rider 1,path 3,17,81,1,-19.0,-19,-19
trial 848,rider 2,path 1,23,45,1,-11.0,-11,-11
trial 848,rider 2,path 2,50,103,5,4.2,-24,33
trial 848,rider 3,path 1,21,32,1,-17.0,-17,-17
trial 848,rider 3,path 2,21,54,1,-16.0,-16,-16
trial 848,rider 3,path 3,19,79,1,-18.0,-18,-18
trial 849,rider 1,path 1,19,32,1,-18.0,-18,-18
trial 849,rider 1,path 2,35,69,3,-8.0,-11,-3
trial 849,rider 1,path 3,29,99,2,-7.5,-14,-1
trial 849,rider 2,path 1,34,52,2,-9.0,-16,-2
trial 849,rider 2,path 2,39,96,4,-3.25,-12,3
trial 850,rider 1,path 1,13,24,1,-21.0,-21,-21
trial 850,rider 1,path 2,33,58,3,-3.3333333333333335,-10,7
trial 850,rider 2,path 1,21,31,1,-17.0,-17,-17
trial 850,rider 2,path 2,49,90,5,1.0,-16,13
trial 850,rider 3,path 1,17,24,1,-19.0,-19,-19
trial 850,rider 3,path 2,34,59,2,-0.5,-8,7
trial 851,rider 1,path 1,13,29,1,-21.0,-21,-21
trial 851,rider 1,path 2,25,57,2,-6.0,-11,-1
trial 851,rider 1,path 3,35,96,3,-9.333333333333334,-24,4
trial 851,rider 2,path 1,19,34,1,-18.0,-18,-18
trial 851,rider 2,path 2,21,61,1,-17.0,-17,-17
trial 851,rider 3,path 1,21,31,1,-17.0,-17,-17
trial 851,rider 3,path 2,23,57,1,-16.0,-16,-16
trial 851,rider 3,path 3,36,94,3,-1.3333333333333333,-5,6
trial 852,rider 1,path 1,24,53,2,-14.0,-18,-10
trial 852,rider 1,path 2,17,79,1,-19.0,-19,-19
trial 852,rider 2,path 1,23,52,1,-16.0,-16,-16
trial 852,rider 2,path 2,27,91,1,-14.0,-14,-14
trial 852,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 852,rider 3,path 2,61,112,7,9.857142857142858,-21,27
trial 853,rider 1,path 1,15,26,1,-20.0,-20,-20
trial 853,rider 1,path 2,31,70,3,-12.333333333333334,-20,-7
trial 853,rider 2,path 1,23,52,2,-22.0,-30,-14
trial 853,rider 2,path 2,31,93,3,-11.0,-16,-7
trial 853,rider 3,path 1,27,39,1,-14.0,-14,-14
trial 853,rider 3,path 2,34,83,3,-11.333333333333334,-21,-2
trial 854,rider 1,path 1,21,27,1,-17.0,-17,-17
trial 854,rider 1,path 2,18,49,2,-17.0,-19,-15
trial 854,rider 1,path 3,24,86,2,-16.5,-22,-11
trial 854,rider 2,path 1,15,43,1,-18.0,-18,-18
trial 854,rider 2,path 2,29,78,2,-13.0,-19,-7
trial 854,rider 3,path 1,27,35,1,-14.0,-14,-14
trial 854,rider 3,path 2,38,79,4,-12.25,-22,2
trial 855,rider 1,path 1,15,34,1,-20.0,-20,-20
trial 855,rider 1,path 2,33,68,2,-5.0,-5,-5
trial 855,rider 2,path 1,23,41,1,-16.0,-16,-16
trial 855,rider 2,path 2,22,65,2,-13.5,-18,-9
trial 855,rider 2,path 3,35,101,2,-7.5,-16,1
trial 855,rider 3,path 1,17,35,1,-19.0,-19,-19
trial 855,rider 3,path 2,48,100,4,-3.25,-15,8
trial 856,rider 1,path 1,28,36,2,-12.0,-15,-9
trial 856,rider 1,path 2,23,71,1,-16.0,-16,-16
trial 856,rider 1,path 3,29,101,2,2.0,-5,9
trial 856,rider 2,path 1,27,33,1,-14.0,-14,-14
trial 856,rider 2,path 2,33,81,2,-9.5,-11,-8
trial 856,rider 3,path 1,21,31,1,-17.0,-17,-17
trial 856,rider 3,path 2,43,76,4,2.0,-20,16
trial 857,rider 1,path 1,17,24,1,-19.0,-19,-19
trial 857,rider 1,path 2,21,46,1,-15.0,-15,-15
trial 857,rider 1,path 3,17,65,1,-19.0,-19,-19
trial 857,rider 1,path 4,31,97,2,-6.5,-15,2
trial 857,rider 2,path 1,23,39,2,-15.0,-21,-9
trial 857,rider 2,path 2,38,78,3,-8.666666666666666,-17,1
trial 857,rider 3,path 1,25,32,1,-15.0,-15,-15
trial 857,rider 3,path 2,35,68,2,-9.0,-16,-2
trial 858,rider 1,path 1,17,36,1,-19.0,-19,-19
trial 858,rider 1,path 2,32,72,3,-9.0,-18,-3
trial 858,rider 2,path 1,21,42,1,-17.0,-17,-17
trial 858,rider 2,path 2,30,80,2,-12.0,-15,-9
trial 858,rider 3,path 1,21,26,1,-17.0,-17,-17
trial 858,rider 3,path 2,11,38,1,-22.0,-22,-22
trial 858,rider 3,path 3,31,70,2,-4.0,-9,1
trial 858,rider 3,path 4,23,94,2,-4.5,-8,-1
trial 859,rider 1,path 1,22,42,2,-17.5,-22,-13
trial 859,rider 1,path 2,11,55,1,-22.0,-22,-22
trial 859,rider 1,path 3,7,67,1,-24.0,-24,-24
trial 859,rider 2,path 1,25,44,2,-13.5,-18,-9
trial 859,rider 2,path 2,25,78,1,-15.0,-15,-15
trial 859,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 859,rider 3,path 2,50,89,5,0.2,-17,15
trial 860,rider 1,path 1,38,56,3,-12.0,-23,0
trial 860,rider 1,path 2,39,101,2,-8.0,-15,-1
trial 860,rider 2,path 1,21,31,1,-17.0,-17,-17
trial 860,rider 2,path 2,17,50,1,-19.0,-19,-19
trial 860,rider 2,path 3,36,87,3,-7.333333333333333,-17,3
trial 860,rider 3,path 1,21,28,1,-17.0,-17,-17
trial 860,rider 3,path 2,31,70,2,-11.0,-14,-8
trial 861,rider 1,path 1,21,30,1,-17.0,-17,-17
trial 861,rider 1,path 2,18,56,2,-17.0,-19,-15
trial 861,rider 1,path 3,46,106,4,-1.0,-18,20
trial 861,rider 2,path 1,23,34,1,-16.0,-16,-16
trial 861,rider 2,path 2,22,60,2,-17.5,-22,-13
trial 861,rider 3,path 1,27,41,1,-14.0,-14,-14
trial 861,rider 3,path 2,36,82,2,-13.0,-19,-7
trial 862,rider 1,path 1,24,59,2,-14.0,-18,-10
trial 862,rider 1,path 2,36,98,4,-1.5,-4,0
trial 862,rider 2,path 1,32,68,2,-10.0,-16,-4
trial 862,rider 3,path 1,11,21,1,-22.0,-22,-22
trial 862,rider 3,path 2,23,50,1,-16.0,-16,-16
trial 862,rider 3,path 3,33,93,3,-6.333333333333333,-10,-4
trial 863,rider 1,path 1,32,63,2,-13.0,-19,-7
trial 863,rider 1,path 2,53,117,5,6.0,-14,24
trial 863,rider 2,path 1,17,34,1,-19.0,-19,-19
trial 863,rider 2,path 2,30,68,2,-11.0,-17,-5
trial 863,rider 3,path 1,19,31,1,-18.0,-18,-18
trial 863,rider 3,path 2,30,68,2,-12.0,-16,-8
trial 864,rider 1,path 1,19,49,1,-18.0,-18,-18
trial 864,rider 1,path 2,34,95,3,-6.0,-12,1
trial 864,rider 2,path 1,13,37,1,-21.0,-21,-21
trial 864,rider 2,path 2,19,57,1,-18.0,-18,-18
trial 864,rider 2,path 3,37,95,3,-7.666666666666667,-14,1
trial 864,rider 3,path 1,7,16,1,-24.0,-24,-24
trial 864,rider 3,path 2,13,31,1,-21.0,-21,-21
trial 864,rider 3,path 3,33,71,2,-11.0,-15,-7
trial 865,rider 1,path 1,32,65,3,-9.666666666666666,-18,1
trial 865,rider 2,path 1,29,57,2,-12.0,-15,-9
trial 865,rider 2,path 2,27,88,1,-14.0,-14,-14
trial 865,rider 3,path 1,25,47,1,-15.0,-15,-15
trial 865,rider 3,path 2,61,114,6,1.6666666666666667,-15,23
trial 866,rider 1,path 1,43,71,6,-6.333333333333333,-29,11
trial 866,rider 2,path 1,34,53,2,-8.0,-15,-1
trial 866,rider 2,path 2,32,86,3,-10.666666666666666,-18,-4
trial 866,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 866,rider 3,path 2,27,63,1,-14.0,-14,-14
trial 867,rider 1,path 1,19,34,1,-18.0,-18,-18
trial 867,rider 1,path 2,40,75,3,-8.0,-18,1
trial 867,rider 2,path 1,27,40,1,-14.0,-14,-14
trial 867,rider 2,path 2,33,77,2,-10.0,-15,-5
trial 867,rider 3,path 1,29,38,1,-13.0,-13,-13
trial 867,rider 3,path 2,27,68,1,-13.0,-13,-13
trial 867,rider 3,path 3,39,108,4,3.75,-3,11
trial 868,rider 1,path 1,23,29,2,-14.5,-19,-10
trial 868,rider 1,path 2,13,54,1,-21.0,-21,-21
trial 868,rider 1,path 3,41,102,4,-2.0,-6,6
trial 868,rider 2,path 1,41,98,4,-2.0,-14,10
trial 868,rider 3,path 1,25,33,1,-15.0,-15,-15
trial 868,rider 3,path 2,25,69,1,-15.0,-15,-15
trial 869,rider 1,path 1,27,49,1,-14.0,-14,-14
trial 869,rider 1,path 2,26,79,2,-14.5,-17,-12
trial 869,rider 2,path 1,13,24,1,-21.0,-21,-21
trial 869,rider 2,path 2,17,46,1,-19.0,-19,-19
trial 869,rider 2,path 3,33,82,4,-3.0,-19,4
trial 869,rider 3,path 1,15,24,1,-20.0,-20,-20
trial 869,rider 3,path 2,17,44,1,-19.0,-19,-19
trial 869,rider 3,path 3,27,77,1,1.0,1,1
trial 869,rider 3,path 4,21,99,1,3.0,3,3
trial 870,rider 1,path 1,17,37,1,-19.0,-19,-19
trial 870,rider 1,path 2,39,87,4,-5.25,-18,4
trial 870,rider 2,path 1,27,47,1,-14.0,-14,-14
trial 870,rider 2,path 2,37,88,3,-4.666666666666667,-17,5
trial 870,rider 3,path 1,17,29,1,-19.0,-19,-19
trial 870,rider 3,path 2,23,62,1,-16.0,-16,-16
trial 870,rider 3,path 3,35,98,2,-9.0,-18,0
trial 871,rider 1,path 1,23,29,1,-16.0,-16,-16
trial 871,rider 1,path 2,57,88,6,6.666666666666667,-18,35
trial 871,rider 2,path 1,23,34,1,-16.0,-16,-16
trial 871,rider 2,path 2,11,47,1,-22.0,-22,-22
trial 871,rider 2,path 3,15,69,1,-20.0,-20,-20
trial 871,rider 3,path 1,25,32,1,-15.0,-15,-15
trial 871,rider 3,path 2,19,56,1,-18.0,-18,-18
trial 871,rider 3,path 3,25,89,1,-15.0,-15,-15
trial 872,rider 1,path 1,21,29,1,-17.0,-17,-17
trial 872,rider 1,path 2,29,62,2,1.5,-5,8
trial 872,rider 2,path 1,27,32,1,-14.0,-14,-14
trial 872,rider 2,path 2,23,58,1,-16.0,-16,-16
trial 872,rider 2,path 3,55,115,6,5.333333333333333,-15,24
trial 872,rider 3,path 1,25,34,1,-15.0,-15,-15
trial 872,rider 3,path 2,25,60,1,-11.0,-11,-11
trial 873,rider 1,path 1,17,31,1,-19.0,-19,-19
trial 873,rider 1,path 2,29,68,3,-9.333333333333334,-16,0
trial 873,rider 2,path 1,19,34,1,-18.0,-18,-18
trial 873,rider 2,path 2,32,71,2,-10.5,-12,-9
trial 873,rider 3,path 1,41,67,4,-5.25,-22,6
trial 873,rider 3,path 2,25,93,2,-0.5,-13,12
trial 874,rider 1,path 1,17,37,1,-19.0,-19,-19
trial 874,rider 1,path 2,57,96,6,2.6666666666666665,-16,18
trial 874,rider 2,path 1,21,40,1,-17.0,-17,-17
trial 874,rider 2,path 2,9,60,1,-23.0,-23,-23
trial 874,rider 2,path 3,27,90,2,-15.0,-19,-11
trial 874,rider 3,path 1,19,40,1,-18.0,-18,-18
trial 874,rider 3,path 2,23,73,1,-16.0,-16,-16
trial 875,rider 1,path 1,15,24,1,-20.0,-20,-20
trial 875,rider 1,path 2,34,59,3,-4.666666666666667,-12,2
trial 875,rider 2,path 1,30,55,2,-9.0,-15,-3
trial 875,rider 2,path 2,26,82,2,-6.5,-7,-6
trial 875,rider 3,path 1,17,29,1,-19.0,-19,-19
trial 875,rider 3,path 2,20,55,3,-21.666666666666668,-30,-12
trial 875,rider 3,path 3,25,81,1,-5.0,-5,-5
trial 876,rider 1,path 1,18,36,2,-17.5,-23,-12
trial 876,rider 1,path 2,13,58,1,-21.0,-21,-21
trial 876,rider 2,path 1,17,33,1,-19.0,-19,-19
trial 876,rider 2,path 2,13,56,1,-21.0,-21,-21
trial 876,rider 2,path 3,46,103,5,-7.8,-25,14
trial 876,rider 3,path 1,15,26,1,-20.0,-20,-20
trial 876,rider 3,path 2,17,57,1,-19.0,-19,-19
trial 876,rider 3,path 3,27,91,1,-14.0,-14,-14
trial 877,rider 1,path 1,19,41,1,-15.0,-15,-15
trial 877,rider 1,path 2,40,82,3,3.0,-6,13
trial 877,rider 2,path 1,27,47,1,-14.0,-14,-14
trial 877,rider 2,path 2,13,62,1,-21.0,-21,-21
trial 877,rider 2,path 3,47,110,4,-1.25,-18,12
trial 877,rider 3,path 1,11,21,1,-22.0,-22,-22
trial 877,rider 3,path 2,21,43,1,-17.0,-17,-17
trial 877,rider 3,path 3,23,72,1,-16.0,-16,-16
trial 878,rider 1,path 1,15,23,1,-20.0,-20,-20
trial 878,rider 1,path 2,21,59,1,-17.0,-17,-17
trial 878,rider 1,path 3,28,91,2,-14.5,-18,-11
trial 878,rider 2,path 1,15,42,1,-20.0,-20,-20
trial 878,rider 2,path 2,27,75,2,-12.0,-16,-8
trial 878,rider 3,path 1,23,31,1,-16.0,-16,-16
trial 878,rider 3,path 2,9,42,1,-23.0,-23,-23
trial 878,rider 3,path 3,45,100,4,-3.25,-15,11
trial 879,rider 1,path 1,27,46,1,-14.0,-14,-14
trial 879,rider 1,path 2,30,77,2,1.0,-4,6
trial 879,rider 2,path 1,30,48,2,-14.0,-20,-8
trial 879,rider 2,path 2,15,64,1,-16.0,-16,-16
trial 879,rider 2,path 3,43,108,3,-3.0,-14,5
trial 879,rider 3,path 1,21,26,1,-17.0,-17,-17
trial 879,rider 3,path 2,15,42,1,-19.0,-19,-19
trial 879,rider 3,path 3,26,76,2,-13.0,-18,-8
trial 880,rider 1,path 1,15,25,1,-20.0,-20,-20
trial 880,rider 1,path 2,43,83,4,-4.25,-23,9
trial 880,rider 2,path 1,15,24,1,-20.0,-20,-20
trial 880,rider 2,path 2,27,57,1,-14.0,-14,-14
trial 880,rider 3,path 1,29,44,2,-11.0,-16,-6
trial 880,rider 3,path 2,41,97,4,-5.0,-20,5
trial 881,rider 1,path 1,33,57,2,-12.0,-16,-8
trial 881,rider 1,path 2,26,86,2,0.0,-10,10
trial 881,rider 2,path 1,19,31,1,-18.0,-18,-18
trial 881,rider 2,path 2,22,59,2,-15.5,-19,-12
trial 881,rider 2,path 3,37,99,3,-8.0,-15,0
trial 881,rider 3,path 1,23,33,1,-16.0,-16,-16
trial 881,rider 3,path 2,33,72,2,-9.0,-16,-2
trial 882,rider 1,path 1,15,29,1,-20.0,-20,-20
trial 882,rider 1,path 2,7,40,1,-24.0,-24,-24
trial 882,rider 1,path 3,22,63,2,-15.0,-16,-14
trial 882,rider 1,path 4,26,90,2,-13.5,-16,-11
trial 882,rider 2,path 1,36,56,2,-9.5,-18,-1
trial 882,rider 2,path 2,35,92,3,-11.0,-19,-3
trial 882,rider 3,path 1,17,28,1,-19.0,-19,-19
trial 882,rider 3,path 2,25,66,1,-11.0,-11,-11
trial 883,rider 1,path 1,13,18,1,-21.0,-21,-21
trial 883,rider 1,path 2,36,55,3,-9.333333333333334,-21,-1
trial 883,rider 1,path 3,14,72,2,-19.0,-21,-17
trial 883,rider 2,path 1,15,25,1,-20.0,-20,-20
trial 883,rider 2,path 2,34,82,3,-10.333333333333334,-19,-1
trial 883,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 883,rider 3,path 2,21,53,1,-17.0,-17,-17
trial 883,rider 3,path 3,23,83,1,-16.0,-16,-16
trial 884,rider 1,path 1,7,16,1,-24.0,-24,-24
trial 884,rider 1,path 2,26,60,2,-13.5,-17,-10
trial 884,rider 2,path 1,28,38,2,-11.5,-16,-7
trial 884,rider 2,path 2,15,59,1,-20.0,-20,-20
trial 884,rider 2,path 3,9,73,2,-25.5,-30,-21
trial 884,rider 3,path 1,29,39,1,-13.0,-13,-13
trial 884,rider 3,path 2,47,99,4,-2.25,-18,13
trial 885,rider 1,path 1,19,26,1,-18.0,-18,-18
trial 885,rider 1,path 2,44,74,4,-7.25,-18,9
trial 885,rider 2,path 1,30,44,2,-9.0,-13,-5
trial 885,rider 2,path 2,13,58,1,-21.0,-21,-21
trial 885,rider 3,path 1,31,45,3,-16.666666666666668,-22,-8
trial 885,rider 3,path 2,33,86,2,-11.0,-17,-5
trial 886,rider 1,path 1,19,29,1,-18.0,-18,-18
trial 886,rider 1,path 2,26,59,2,-10.0,-12,-8
trial 886,rider 1,path 3,34,95,3,-9.333333333333334,-19,3
trial 886,rider 2,path 1,25,39,1,-15.0,-15,-15
trial 886,rider 2,path 2,42,87,4,-2.25,-17,12
trial 886,rider 3,path 1,23,28,1,-16.0,-16,-16
trial 886,rider 3,path 2,29,63,1,-13.0,-13,-13
trial 887,rider 1,path 1,19,37,1,-18.0,-18,-18
trial 887,rider 1,path 2,9,55,1,-23.0,-23,-23
trial 887,rider 1,path 3,26,84,2,-15.0,-23,-7
trial 887,rider 2,path 1,19,36,1,-18.0,-18,-18
trial 887,rider 2,path 2,42,79,4,4.0,-5,21
trial 887,rider 3,path 1,11,18,1,-22.0,-22,-22
trial 887,rider 3,path 2,37,74,3,-5.0,-15,5
trial 888,rider 1,path 1,23,34,1,-16.0,-16,-16
trial 888,rider 1,path 2,23,58,1,-8.0,-8,-8
trial 888,rider 2,path 1,36,58,3,-8.0,-17,2
trial 888,rider 2,path 2,23,83,1,-16.0,-16,-16
trial 888,rider 3,path 1,27,39,1,-14.0,-14,-14
trial 888,rider 3,path 2,58,113,6,6.833333333333333,-11,25
trial 889,rider 1,path 1,34,67,2,-4.0,-9,1
trial 889,rider 2,path 1,29,48,1,-13.0,-13,-13
trial 889,rider 2,path 2,31,87,2,-12.0,-18,-6
trial 889,rider 3,path 1,27,32,1,-14.0,-14,-14
trial 889,rider 3,path 2,65,111,7,11.0,-14,36
trial 890,rider 1,path 1,17,25,1,-19.0,-19,-19
trial 890,rider 1,path 2,30,56,2,-10.0,-20,0
trial 890,rider 2,path 1,23,35,1,-16.0,-16,-16
trial 890,rider 2,path 2,15,53,1,-16.0,-16,-16
trial 890,rider 2,path 3,34,90,3,-11.333333333333334,-18,-5
trial 890,rider 3,path 1,27,37,1,-14.0,-14,-14
trial 890,rider 3,path 2,44,92,4,-5.75,-19,6
trial 891,rider 1,path 1,27,59,2,-16.0,-21,-11
trial 891,rider 1,path 2,42,106,4,-2.5,-18,14
trial 891,rider 2,path 1,25,38,1,-15.0,-15,-15
trial 891,rider 2,path 2,31,71,2,-13.0,-19,-7
trial 891,rider 3,path 1,17,23,1,-19.0,-19,-19
trial 891,rider 3,path 2,21,46,1,-17.0,-17,-17
trial 891,rider 3,path 3,21,72,2,-14.5,-21,-8
trial 892,rider 1,path 1,19,26,1,-18.0,-18,-18
trial 892,rider 1,path 2,34,61,3,-9.0,-18,-3
trial 892,rider 1,path 3,23,86,1,-16.0,-16,-16
trial 892,rider 2,path 1,21,31,1,-17.0,-17,-17
trial 892,rider 2,path 2,25,62,2,-14.0,-16,-12
trial 892,rider 2,path 3,23,86,1,-10.0,-10,-10
trial 892,rider 3,path 1,23,28,1,-16.0,-16,-16
trial 892,rider 3,path 2,25,58,1,-15.0,-15,-15
trial 892,rider 3,path 3,32,94,2,-11.0,-20,-2
trial 893,rider 1,path 1,13,37,1,-21.0,-21,-21
trial 893,rider 1,path 2,9,55,1,-23.0,-23,-23
trial 893,rider 1,path 3,38,102,3,-5.0,-16,7
trial 893,rider 2,path 1,17,43,2,-22.5,-26,-19
trial 893,rider 2,path 2,21,65,1,-15.0,-15,-15
trial 893,rider 3,path 1,21,36,1,-17.0,-17,-17
trial 893,rider 3,path 2,7,44,1,-18.0,-18,-18
trial 893,rider 3,path 3,35,89,3,-8.333333333333334,-19,-2
trial 894,rider 1,path 1,9,24,1,-23.0,-23,-23
trial 894,rider 1,path 2,7,36,1,-19.0,-19,-19
trial 894,rider 1,path 3,32,74,2,-11.5,-16,-7
trial 894,rider 2,path 1,11,24,1,-22.0,-22,-22
trial 894,rider 2,path 2,21,47,1,-17.0,-17,-17
trial 894,rider 2,path 3,11,64,1,-22.0,-22,-22
trial 894,rider 2,path 4,24,89,2,-14.0,-16,-12
trial 894,rider 3,path 1,17,28,1,-19.0,-19,-19
trial 894,rider 3,path 2,19,48,1,-18.0,-18,-18
trial 894,rider 3,path 3,28,84,2,-13.0,-17,-9
trial 895,rider 1,path 1,23,31,1,-16.0,-16,-16
trial 895,rider 1,path 2,29,83,2,-14.0,-18,-10
trial 895,rider 2,path 1,51,82,6,6.333333333333333,-14,29
trial 895,rider 3,path 1,25,37,1,-15.0,-15,-15
trial 895,rider 3,path 2,11,59,1,-22.0,-22,-22
trial 895,rider 3,path 3,33,94,2,-13.0,-18,-8
trial 896,rider 1,path 1,17,35,1,-19.0,-19,-19
trial 896,rider 1,path 2,23,60,2,-7.0,-7,-7
trial 896,rider 1,path 3,23,87,1,-16.0,-16,-16
trial 896,rider 2,path 1,34,49,2,-10.5,-13,-8
trial 896,rider 2,path 2,37,95,3,-7.0,-17,3
trial 896,rider 3,path 1,27,36,2,-21.0,-30,-12
trial 896,rider 3,path 2,32,70,2,-12.5,-17,-8
trial 897,rider 1,path 1,24,48,2,-17.0,-22,-12
trial 897,rider 1,path 2,11,61,1,-22.0,-22,-22
trial 897,rider 1,path 3,21,84,1,-9.0,-9,-9
trial 897,rider 2,path 1,23,44,1,-16.0,-16,-16
trial 897,rider 2,path 2,17,62,1,-18.0,-18,-18
trial 897,rider 2,path 3,25,88,1,-15.0,-15,-15
trial 897,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 897,rider 3,path 2,52,91,5,1.0,-18,15
trial 898,rider 1,path 1,17,23,1,-19.0,-19,-19
trial 898,rider 1,path 2,19,44,1,-18.0,-18,-18
trial 898,rider 1,path 3,32,77,2,-15.5,-23,-8
trial 898,rider 2,path 1,38,58,3,-7.0,-21,7
trial 898,rider 2,path 2,21,80,1,-14.0,-14,-14
trial 898,rider 3,path 1,21,28,1,-17.0,-17,-17
trial 898,rider 3,path 2,37,72,3,-9.0,-17,-3
trial 898,rider 3,path 3,17,90,1,-10.0,-10,-10
trial 899,rider 1,path 1,9,29,1,-23.0,-23,-23
trial 899,rider 1,path 2,23,54,1,-16.0,-16,-16
trial 899,rider 1,path 3,39,97,3,-8.0,-22,3
trial 899,rider 2,path 1,15,39,1,-18.0,-18,-18
trial 899,rider 2,path 2,18,61,2,-13.0,-20,-6
trial 899,rider 2,path 3,21,85,1,-17.0,-17,-17
trial 899,rider 3,path 1,17,23,1,-19.0,-19,-19
trial 899,rider 3,path 2,17,42,1,-19.0,-19,-19
trial 899,rider 3,path 3,27,75,2,-13.5,-21,-6
trial 900,rider 1,path 1,19,40,1,-18.0,-18,-18
trial 900,rider 1,path 2,28,73,2,-12.0,-17,-7
trial 900,rider 2,path 1,19,34,1,-18.0,-18,-18
trial 900,rider 2,path 2,27,73,1,-14.0,-14,-14
trial 900,rider 3,path 1,13,22,1,-21.0,-21,-21
trial 900,rider 3,path 2,21,57,1,-17.0,-17,-17
trial 900,rider 3,path 3,58,122,6,7.5,-14,26
trial 901,rider 1,path 1,9,23,1,-23.0,-23,-23
trial 901,rider 1,path 2,17,41,1,-19.0,-19,-19
trial 901,rider 1,path 3,35,90,3,-9.333333333333334,-21,4
